Q4,Q5,Q5_TEXT,Q6,Q7,Q8,Q9_22,Q9_23,Q9_24,Q9_25,Q9_26,Q9_27,Q9_28,Q9_29,Q9_30,Q9_31,Q9_32,Q9_33,Q9_34,Q9_35,Q9_36,Q9_37,Q9_38,Q9_39,Q10_40,Q10_41,Q10_42,Q10_43,Q10_44,Q10_45,Q10_46,Q10_47,Q10_48,Q10_49,Q10_50,Q10_51,Q10_52,Q10_53,Q10_54,Q10_55,Q10_56,Q10_57,Q11,Q12_58,Q12_59,Q12_60,Q12_61,Q12_62,Q12_63,Q12_64,Q12_65,Q12_66,Q12_67,Q12_68,Q12_69,Q12_70,Q12_71,Q12_72,Q12_73,Q12_74,Q12_75,Q12_76,Q12_77,Q12_78,Q12_79,Q12_80,Q12_81,Q12_82,Q12_83,Q12_84,Q12_85,Q13_79,Q13_80,Q13_81,Q13_82,Q13_83,Q14_1,Q15,Q16,Q17,Q18,Q19,LocationLatitude,LocationLongitude,LocationAccuracy
Wallmart,1, ,2,10,1,6,5,5,5,5,5,6,6,5,6,5,5,6,4,5,6,4,5,5,5,6,7,6,6,6,7,7,5,6,6,6,7,6,6,5,6,1,7,5,6,6,6,7,7,5,6,5,6,6,6,6,5,7,5,7,6,5,6,6,5,6,6,5,5,7,6,6,6,6,5,38,1,37.5,5,1,1,40.696304321289,-73.620697021484,-1
Century 21,3, ,3,4,1,6,6,6,7,7,6,6,6,6,6,5,6,6,6,7,6,5,5,5,6,6,7,6,6,6,5,5,5,6,7,6,7,6,6,5,5,1,5,6,6,6,6,7,6,5,7,7,5,6,5,6,7,5,6,5,6,5,5,5,6,5,6,6,6,5,6,6,5,6,6,28,0,112.5,5,1,1,40.669494628906,-73.511001586914,-1
macy's,3, ,3,4,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,7,6,6,6,6,6,7,5,6,6,6,7,6,5,6,1,6,6,5,6,6,5,5,6,5,6,6,6,6,6,6,6,5,5,6,6,6,6,7,6,6,6,6,6,6,6,6,7,6,34,0,87.5,5,1,1,40.696304321289,-73.620697021484,-1
BestBuy,2, ,3,7,1,5,7,7,7,6,7,7,7,6,6,6,6,6,5,7,6,7,6,6,7,6,7,6,6,6,5,6,7,7,5,6,7,7,7,6,6,1,6,6,7,6,7,6,6,5,6,5,7,6,6,7,6,7,6,5,7,7,5,6,5,7,6,6,6,6,7,6,7,6,7,36,1,137.5,5,1,1,40.696304321289,-73.620697021484,-1
 ,1, ,2,5,1,6,5,4,4,3,5,5,4,4,1,5,6,4,4,5,4,2,5,7,6,6,7,6,6,7,6,6,7,7,6,6,6,6,6,5,5,1,5,5,6,6,6,6,6,6,5,6,6,6,6,6,5,6,5,6,7,7,7,6,6,6,7,6,6,5,6,5,5,6,7,23,1,12.5,3,5,1,40.722793579102,-73.516998291016,-1
Macy's,3, ,3,4,1,5,5,6,7,6,6,6,6,6,6,6,6,7,6,6,6,6,7,7,6,6,7,6,6,6,6,6,7,6,7,7,6,5,7,6,7,1,6,6,6,6,5,6,6,6,6,6,6,6,7,6,7,7,7,7,6,6,6,6,6,6,6,7,6,7,6,6,6,6,6,37,0,62.5,5,1,1,40.73860168457,-73.722396850586,-1
Hong Qi,1, ,2,5,1,6,6,7,5,5,6,5,6,6,6,6,6,6,6,5,6,6,6,5,7,7,7,6,6,6,7,7,7,5,6,6,6,7,7,6,6,1,5,6,5,6,5,6,5,6,6,6,6,6,7,5,6,6,6,6,5,5,5,6,5,7,5,6,6,6,6,6,5,5,5,36,0,37.5,5,1,1,40.696304321289,-73.620697021484,-1
H-mart,1, ,3,5,1,6,6,5,7,7,5,6,5,6,6,7,6,5,6,7,5,6,6,6,6,5,5,7,6,5,6,6,7,6,5,7,7,7,5,6,6,1,5,5,7,6,6,6,7,4,7,7,6,6,7,7,6,5,5,6,7,6,6,6,6,6,6,7,6,6,7,7,7,7,7,39,0,12.5,5,1,1,40.705795288086,-73.592300415039,-1
Cosco,1, ,3,6,1,7,5,5,6,6,6,6,5,5,6,6,7,6,5,5,5,7,6,5,6,6,5,7,6,5,7,6,6,5,6,6,5,5,6,6,5,1,5,7,6,6,7,5,6,6,6,6,6,7,6,5,7,7,5,5,6,6,6,5,6,6,5,6,7,5,5,6,7,6,6,33,1,162.5,5,1,1,40.696304321289,-73.620697021484,-1
Apple,5,Electronics,3,7,1,5,5,4,4,5,5,5,6,4,5,5,5,4,4,5,5,4,5,6,6,6,5,7,6,6,6,6,6,7,6,6,5,6,6,6,6,1,6,6,6,6,5,6,5,5,6,6,6,6,5,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,6,31,0,162.5,5,1,1,40.744903564453,-73.978202819824,-1
stop and shop,1, ,3,5,1,7,5,5,6,7,5,6,7,6,6,6,6,5,6,6,5,6,6,5,6,6,6,7,6,5,7,6,7,7,6,6,6,7,5,6,6,1,6,6,7,6,5,6,6,6,7,6,7,7,6,6,6,6,6,7,6,6,7,7,7,7,6,6,5,7,6,7,7,7,7,47,0,87.5,5,1,1,30.870300292969,120.09329223633,-1
WHOLEFOODS,1, ,2,4,1,7,7,7,7,3,7,3,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,7,6,6,6,6,3,6,7,7,6,6,6,6,7,1,6,6,6,6,6,7,3,6,7,4,6,7,3,3,6,5,4,6,6,6,6,4,7,6,6,7,3,6,6,6,6,6,6,25,0,12.5,3,1,1,40.731704711914,-73.988502502441,-1
target,1, ,2,5,1,7,7,7,6,7,6,6,7,6,7,7,6,6,6,6,6,7,7,7,6,6,6,7,6,7,6,6,6,7,7,6,7,7,7,7,6,1,7,6,6,6,6,7,6,7,6,6,6,6,6,6,6,7,7,7,6,7,7,7,6,6,6,7,7,6,6,5,6,6,6,26,0,12.5,4,2,1,40.696304321289,-73.620697021484,-1
Apple Store,2, ,3,7,1,6,6,5,6,6,6,6,5,7,7,5,6,6,5,5,7,7,5,6,7,7,6,7,6,7,7,6,6,6,6,7,7,7,7,6,7,1,6,7,7,6,6,6,6,7,6,6,7,7,7,7,6,7,6,7,6,7,6,7,6,6,7,6,7,7,5,7,6,7,6,35,0,112.5,5,1,1,40.696304321289,-73.620697021484,-1
Walmart,1, ,3,6,1,7,7,7,7,7,7,7,6,7,6,7,7,6,6,7,6,6,7,6,7,6,7,7,6,7,7,7,6,7,7,7,7,6,6,6,7,1,7,7,7,6,7,6,7,7,7,7,6,7,6,7,7,6,7,7,7,7,7,7,6,7,7,6,7,7,7,6,7,7,7,33,1,87.5,5,5,1,40.696304321289,-73.620697021484,-1
Walmart,1, ,2,5,1,6,6,6,6,5,7,7,6,6,6,5,7,6,7,6,7,6,6,6,6,7,7,7,6,6,7,5,7,6,6,6,6,6,7,6,5,1,6,5,6,6,6,7,6,6,6,5,5,6,6,7,7,6,5,7,5,6,6,6,6,6,6,6,6,6,6,6,7,7,6,39,0,87.5,5,1,1,40.696304321289,-73.620697021484,-1
Macy's,3, ,3,4,1,7,7,7,6,6,7,6,6,7,7,6,7,6,7,7,7,7,7,6,7,7,7,7,6,7,6,7,6,6,7,7,6,6,6,7,7,1,7,7,6,6,7,6,6,6,6,6,6,6,7,7,6,7,6,6,6,6,7,6,6,7,7,6,7,7,6,6,7,6,6,22,0,62.5,3,5,1,40.696304321289,-73.620697021484,-1
whole foods,1, ,3,5,1,7,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,7,6,6,6,6,6,6,6,6,6,6,6,6,1,5,6,6,6,6,5,6,6,6,5,6,6,6,6,5,4,6,5,6,6,6,5,6,6,4,6,5,6,5,5,5,5,5,23,0,87.5,3,5,1,40.696304321289,-73.620697021484,-1
urban market,1, ,3,5,1,5,6,7,6,7,5,6,7,6,4,5,4,6,6,4,5,4,4,5,6,6,6,4,7,6,6,6,7,5,6,7,5,6,6,5,7,1,5,5,6,6,6,7,6,6,5,5,7,7,6,6,7,5,6,7,7,5,6,5,6,5,7,6,6,5,5,5,6,6,6,36,1,62.5,5,5,1,40.71110534668,-73.946899414062,-1
Target,1, ,3,5,1,5,7,5,6,4,7,6,6,6,6,5,5,2,4,3,5,4,3,6,4,6,4,5,7,5,5,3,2,6,5,5,4,6,2,3,3,1,2,6,3,6,5,4,2,7,6,3,5,6,2,3,3,4,3,5,4,4,4,5,3,6,6,4,4,4,5,4,3,6,5,37,1,12.5,3,5,1,40.696304321289,-73.620697021484,-1
stop and shop,1, ,3,5,1,7,5,7,7,6,6,6,7,6,5,6,6,5,5,5,6,6,7,6,6,6,5,5,7,5,5,6,6,7,6,6,7,7,6,6,6,1,6,6,6,6,6,5,6,6,7,6,6,6,7,6,6,6,5,6,7,5,5,7,6,7,6,6,7,5,7,6,7,7,6,30,0,37.5,5,1,1,30.870300292969,120.09329223633,-1
Bestbuy,5,TV,3,7,1,7,5,6,7,7,6,6,6,6,6,5,5,7,5,6,7,5,5,7,6,5,6,5,7,5,5,6,6,6,5,7,6,6,5,7,7,1,6,7,7,6,5,6,7,6,7,5,6,6,6,5,6,6,5,6,5,4,6,6,7,7,6,7,5,6,7,6,7,6,5,36,0,162.5,5,1,1,40.696304321289,-73.620697021484,-1
trader joe's,1, ,3,5,1,6,7,6,6,7,6,6,7,7,7,6,6,6,6,7,6,7,7,5,6,6,6,5,7,5,6,5,5,6,6,5,6,6,6,5,5,1,6,7,6,6,7,7,7,7,6,7,7,6,7,6,7,6,6,6,6,7,6,6,7,6,6,6,7,6,7,6,6,7,6,55,1,137.5,5,1,1,40.696304321289,-73.620697021484,-1
7-Eleven,1, ,3,9,1,5,5,5,6,7,5,6,6,6,7,5,4,3,6,6,5,6,6,5,6,4,7,5,7,5,6,5,5,6,6,5,6,6,5,5,6,1,6,7,4,6,6,7,4,7,6,6,6,7,7,7,7,4,4,6,6,6,6,5,5,6,6,5,4,6,5,5,5,5,6,31,1,37.5,4,5,1,40.874206542969,-73.623199462891,-1
Cosco,1, ,3,6,1,6,7,7,7,7,7,6,7,6,6,5,5,6,5,7,6,7,6,7,5,6,7,5,7,5,7,6,6,6,6,6,6,6,6,7,6,1,7,6,7,6,6,6,6,6,7,7,6,6,5,7,5,7,5,7,6,7,6,6,6,7,6,6,6,6,7,6,7,6,6,37,0,137.5,5,1,1,40.696304321289,-73.620697021484,-1
Forever 21,3, ,3,7,1,4,6,4,7,4,6,5,5,6,5,6,6,4,6,7,5,6,7,6,6,5,5,6,7,5,6,7,7,6,6,6,6,4,4,4,4,1,5,4,5,6,5,4,7,5,5,7,5,5,5,5,7,6,6,6,6,6,5,5,5,6,4,4,5,5,6,6,5,5,5,24,0,12.5,5,1,1,28.555297851562,-81.346702575684,-1
H market,1, ,3,5,1,5,7,5,6,6,4,5,5,3,5,6,7,6,5,6,7,5,5,6,6,6,5,6,7,6,5,5,6,5,6,6,5,6,5,5,7,1,5,6,5,6,5,5,6,5,6,5,5,6,5,4,5,5,5,5,5,5,6,5,5,6,6,5,5,6,5,5,5,5,5,25,0,12.5,3,5,1,40.696304321289,-73.620697021484,-1
Trader Joe's,1, ,3,5,1,7,6,6,7,7,7,7,7,6,7,6,6,6,7,6,7,7,6,2,6,2,6,6,7,6,5,6,7,5,6,5,6,6,6,5,5,1,6,7,5,6,5,6,5,6,6,6,7,7,7,7,5,6,6,6,5,6,6,6,6,6,6,2,5,6,6,7,7,6,5,41,0,112.5,5,1,1,40.700103759766,-73.675300598145,-1
Trade Joe's,1, ,3,5,1,6,7,7,7,7,4,7,6,7,6,4,5,5,6,5,5,6,6,6,6,4,6,6,7,4,5,5,5,6,6,6,7,6,5,6,6,1,4,6,6,6,5,4,5,5,5,5,6,6,6,6,5,5,5,5,6,6,6,5,6,6,6,6,5,4,5,5,5,6,6,24,0,12.5,3,5,1,40.745803833008,-73.638999938965,-1
stop shop,1, ,2,5,1,6,6,6,6,6,6,5,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,7,6,7,6,6,6,7,7,6,5,5,6,7,1,7,7,6,6,6,6,6,5,6,6,5,5,5,5,6,6,6,6,6,6,5,6,6,7,6,6,6,5,5,6,7,7,6,42,0,112.5,5,1,1,40.696304321289,-73.620697021484,-1
Stop shop,1, ,3,5,1,6,7,7,7,7,6,7,6,6,6,6,6,7,7,7,7,6,6,7,7,6,6,6,7,6,6,7,6,6,7,6,6,7,7,6,6,1,7,6,6,6,6,6,7,7,6,6,7,7,7,6,6,7,6,6,6,6,6,7,7,7,7,7,6,6,6,6,6,6,7,24,1,12.5,3,5,1,40.722503662109,-73.556800842285,-1
Target,1, ,2,5,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,7,7,7,6,7,6,6,7,7,6,6,6,6,1,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,7,7,6,6,5,6,5,5,5,5,6,6,6,6,6,6,6,6,24,0,12.5,3,5,1,40.696304321289,-73.620697021484,-1
COSTCO,1, ,2,6,1,7,6,6,7,4,4,2,6,7,7,6,6,6,4,5,6,6,6,4,6,3,7,6,7,6,6,4,6,6,6,6,5,5,4,4,3,1,6,6,6,6,7,3,5,5,6,3,7,7,7,7,5,2,3,2,2,7,7,7,4,5,3,6,5,4,4,7,5,4,4,24,1,12.5,3,5,1,40.722503662109,-73.556800842285,-1
BestBuy,5,electronic goods,3,7,1,6,7,7,6,5,6,6,6,5,7,7,6,6,7,5,6,6,6,5,6,6,7,6,7,7,6,7,6,6,6,6,5,5,6,7,6,1,6,7,6,6,6,7,6,6,7,6,6,6,6,5,6,7,7,6,7,5,6,7,5,6,6,5,7,7,6,7,7,6,5,28,1,12.5,3,5,1,40.696304321289,-73.620697021484,-1
trader joe's,1, ,3,5,1,6,6,4,6,5,6,6,6,6,5,6,4,4,5,4,5,5,6,6,7,6,7,6,7,6,7,6,6,6,6,7,6,6,6,6,6,1,5,4,5,6,5,6,5,5,7,4,7,5,6,6,4,5,5,5,6,4,5,5,5,4,6,5,5,6,7,7,7,7,7,20,0,12.5,3,5,1,40.696304321289,-73.620697021484,-1
Microsoft,2, ,3,7,1,7,6,5,6,6,5,6,5,6,5,7,7,5,6,6,7,6,7,7,6,6,7,6,7,5,5,7,7,5,6,6,5,7,6,6,5,1,7,6,7,6,6,7,7,7,7,6,6,6,7,7,7,5,7,6,6,7,6,6,6,6,7,6,5,6,6,7,7,5,6,28,1,62.5,5,1,1,40.696304321289,-73.620697021484,-1
bloomingdale‘s,3, ,2,4,1,6,4,5,6,7,3,6,6,6,7,6,5,7,6,4,5,6,6,6,7,7,7,6,7,7,4,6,7,6,3,6,7,6,5,3,5,1,7,6,7,6,6,7,7,7,7,6,6,7,5,5,6,6,6,7,5,6,7,7,4,7,7,7,6,5,7,5,6,5,6,43,0,87.5,5,3,1,40.696304321289,-73.620697021484,-1
Walmart,1, ,3,6,1,7,7,6,6,6,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,5,7,7,6,7,7,7,6,6,6,6,6,6,6,7,1,6,7,7,6,6,7,7,7,6,7,7,6,7,7,7,6,7,7,7,7,7,7,7,7,6,7,7,6,6,7,6,7,6,34,1,62.5,4,1,1,40.696304321289,-73.620697021484,-1
 ,1, ,2,9,1,4,6,6,7,5,6,4,5,6,7,6,6,6,7,7,7,6,6,6,6,6,6,7,7,5,6,6,5,6,6,6,5,7,7,6,6,1,6,6,7,6,7,6,6,7,6,6,6,6,5,5,6,5,7,7,6,7,6,5,5,7,6,6,6,7,6,7,6,7,6,39,0,87.5,5,1,1,40.722793579102,-73.516998291016,-1
Walmart,1, ,2,5,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,5,6,5,7,7,5,7,6,7,7,6,1,7,7,7,6,7,7,7,6,7,7,7,7,7,7,7,6,7,6,7,7,7,6,6,7,7,6,7,6,7,6,6,7,7,50,0,187.5,5,1,1,40.696304321289,-73.620697021484,-1
costco,1, ,3,6,1,6,7,7,7,7,6,7,7,6,7,7,6,7,7,6,7,6,6,6,7,6,6,7,7,7,6,6,6,7,6,7,6,7,7,6,6,1,6,6,6,6,6,6,7,6,7,7,6,6,6,6,6,7,6,7,6,7,6,6,7,7,6,7,6,6,6,7,6,6,7,35,0,87.5,5,1,1,35.746307373047,-78.723899841309,-1
Rite aid,3, ,3,7,1,6,7,7,6,6,6,7,7,6,6,6,7,7,6,7,6,6,5,7,6,6,6,7,7,7,6,7,7,7,7,7,7,7,7,6,6,1,7,6,7,6,7,7,7,7,6,7,7,6,7,7,6,7,6,7,7,6,7,6,7,7,6,6,7,6,6,7,7,6,7,30,1,112.5,5,5,1,40.659301757812,-73.844802856445,-1
macy's,3, ,2,4,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,6,7,7,7,7,7,7,6,7,6,7,7,7,7,7,7,6,1,6,7,6,6,7,7,7,7,7,6,7,7,7,6,6,6,5,7,6,6,6,5,5,6,6,5,5,7,6,7,6,6,7,25,0,12.5,3,5,1,40.696304321289,-73.620697021484,-1
macy,3, ,3,4,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,24,1,12.5,3,5,1,30.580093383789,114.27340698242,-1
metro,1, ,2,5,1,7,7,7,7,7,6,6,7,6,6,6,6,6,6,7,6,6,7,5,5,4,6,2,1,6,6,4,5,3,5,6,2,6,6,5,6,1,6,6,2,7,6,4,6,6,2,2,6,6,6,6,6,6,3,6,6,6,7,6,6,6,6,2,6,2,4,6,6,4,4,52,0,162.5,5,1,1,39.928894042969,116.38830566406,-1
NIKE,3, ,1,7,1,3,3,2,3,4,3,4,2,4,2,4,5,3,1,4,4,3,3,3,2,3,3,2,2,2,3,2,2,3,4,2,3,3,2,3,1,1,6,6,6,7,6,5,7,6,7,7,7,6,7,5,5,6,7,7,6,7,5,6,5,7,6,6,5,5,5,6,6,5,6,25,1,37.5,5,5,1,40.721405029297,-74.00520324707,-1
Target,1, ,2,5,1,5,3,5,2,4,4,4,4,4,2,2,5,5,4,3,5,4,4,5,3,4,5,5,3,5,6,5,4,4,4,5,6,4,4,5,3,1,3,7,2,7,5,6,4,2,4,4,4,7,5,6,5,3,5,6,3,7,5,4,4,5,5,4,1,3,5,5,5,5,5,36,0,112.5,5,3,1,40.696304321289,-73.620697021484,-1
FunPeter,1, ,2,6,1,6,1,2,6,3,4,2,6,6,5,1,5,6,4,6,3,7,3,3,5,6,5,5,4,5,4,4,5,6,6,4,5,4,5,5,4,1,5,6,5,7,5,5,6,4,4,7,4,5,6,4,6,5,5,6,6,5,4,5,7,5,5,4,4,5,6,6,7,6,5,22,0,250,5,5,1,28.550003051758,115.93328857422,-1
 ,1, ,3,5,1,6,6,5,6,6,6,6,6,4,4,4,3,4,6,5,5,6,6,4,5,4,6,5,4,4,4,4,4,4,4,6,6,4,4,4,6,1,7,7,3,7,5,5,3,4,5,3,7,7,7,7,3,4,3,4,3,5,6,6,3,6,5,5,5,5,5,6,4,5,5,39,0,250,5,1,1,40.796798706055,-74.481498718262,-1
Shoprite,1, ,2,5,1,4,6,6,5,7,5,7,6,6,6,5,6,7,6,6,6,6,6,7,5,4,5,6,4,5,6,5,6,6,5,5,5,5,5,5,6,1,7,6,5,7,6,6,5,6,7,6,5,6,6,6,5,6,5,5,5,7,6,5,6,6,6,6,6,6,6,6,6,5,5,25,1,12.5,3,2,1,40.705795288086,-73.592300415039,-1
Kohls,3, ,3,4,1,6,3,6,7,7,5,5,6,4,7,4,1,3,7,7,5,7,5,6,7,4,6,6,4,7,5,6,4,6,4,7,4,6,6,3,6,1,5,6,6,7,5,5,3,7,7,4,7,7,7,7,1,7,4,3,4,7,6,6,7,6,7,1,6,7,6,7,7,4,4,27,1,12.5,4,5,1,40.739501953125,-73.793899536133,-1
 ,1, ,2,6,1,6,6,6,6,5,6,6,6,7,5,5,5,6,7,5,6,6,5,7,7,5,1,7,4,6,5,6,5,3,5,6,7,6,7,6,2,1,7,4,5,7,4,6,5,5,6,4,6,6,7,6,6,4,6,5,7,5,7,6,7,6,7,6,5,5,3,5,4,4,5,24,1,12.5,3,2,1,40.669494628906,-73.511001586914,-1
target,1, ,3,5,1,5,7,6,4,5,6,5,4,7,5,5,6,6,6,5,7,5,6,4,6,5,6,7,4,6,6,7,6,5,5,5,7,5,6,5,5,1,6,7,5,7,5,5,6,6,5,6,5,6,6,5,6,7,4,4,5,7,4,5,4,7,5,6,5,6,7,5,6,5,6,25,0,12.5,4,5,1,40.696304321289,-73.620697021484,-1
Macys,3, ,2,4,1,5,7,6,6,7,7,7,4,5,3,6,7,4,6,7,6,7,5,5,4,6,5,2,5,5,2,6,6,1,4,4,5,4,2,1,2,1,7,7,5,7,6,6,5,7,4,7,7,7,7,7,5,7,5,7,5,6,6,7,5,7,7,4,7,7,5,5,3,7,6,24,0,162.5,5,2,1,40.82209777832,-74.456398010254,-1
Walmart,1, ,1,5,1,6,5,4,7,5,6,5,4,5,5,5,4,4,5,4,5,6,5,4,4,5,5,4,5,5,5,5,4,4,4,5,5,5,5,4,4,1,6,7,5,7,5,6,5,6,6,7,6,6,6,6,6,5,6,4,6,6,6,5,5,5,6,5,5,5,5,6,6,6,5,34,0,87.5,5,1,1,40.696304321289,-73.620697021484,-1
target,1, ,3,5,1,4,6,4,6,7,6,7,6,6,6,4,6,6,7,5,6,7,6,7,6,5,7,4,5,3,4,4,2,6,7,7,5,4,6,4,6,1,5,7,4,7,7,5,5,6,5,6,7,6,7,7,6,5,5,7,5,6,6,7,6,6,6,6,6,4,4,5,4,4,4,27,1,87.5,4,5,1,40.696304321289,-73.620697021484,-1
Newbalance,3, ,2,7,1,1,2,4,6,4,4,7,4,5,3,2,2,5,4,4,6,6,3,4,4,6,2,5,5,5,4,2,3,1,4,6,6,2,3,6,4,1,2,2,3,7,5,6,5,4,3,7,3,4,5,3,4,5,5,3,4,6,5,4,2,1,2,6,2,6,6,6,5,5,7,38,0,37.5,5,1,1,40.696304321289,-73.620697021484,-1
Hmart,1, ,2,5,1,6,3,7,3,3,4,4,3,5,5,5,5,6,5,5,4,3,4,5,5,3,5,5,5,2,6,4,4,3,4,5,5,4,4,3,2,1,4,6,6,7,5,6,7,6,4,6,4,4,6,6,5,7,4,6,6,5,2,4,6,5,4,5,5,6,4,5,3,4,3,24,0,87.5,5,5,1,40.714294433594,-74.005996704102,-1
Walmart,1, ,2,6,1,7,5,6,5,6,6,6,4,5,6,6,6,5,6,5,5,5,7,6,6,5,5,5,5,6,5,5,5,6,4,5,6,7,6,4,7,1,6,5,6,7,6,6,6,6,6,6,5,6,5,6,5,6,6,5,6,5,5,6,6,5,4,6,7,6,6,7,5,6,6,39,1,87.5,5,1,1,40.696304321289,-73.620697021484,-1
bj's,1, ,2,6,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,6,5,6,5,6,5,5,6,7,5,5,6,1,6,5,7,7,5,6,5,4,6,5,6,5,5,6,6,6,6,6,6,7,6,6,6,6,5,6,6,6,6,6,7,5,6,23,1,62.5,3,5,1,40.696304321289,-73.620697021484,-1
tesco,1, ,3,5,1,5,5,4,6,4,5,4,6,6,6,5,6,6,6,5,3,4,5,4,5,2,6,5,5,5,5,4,4,6,6,6,6,6,6,5,5,1,5,6,4,7,7,5,6,6,5,6,6,7,7,7,5,6,5,5,6,5,6,6,5,6,7,6,6,6,4,5,4,4,5,22,1,12.5,3,5,1,52.63330078125,-1.13330078125,-1
Stop&shop,1, ,3,5,1,5,6,6,6,6,5,6,6,6,7,5,5,5,7,4,4,6,7,6,5,4,6,5,5,5,5,5,6,6,5,6,4,6,5,5,6,1,5,6,6,7,5,6,4,5,5,6,7,7,7,7,6,5,5,5,6,6,6,5,5,6,5,6,5,6,7,5,6,6,6,25,0,12.5,4,5,1,40.696304321289,-73.620697021484,-1
best buy,2, ,3,7,1,6,5,6,6,7,7,5,5,6,7,6,5,6,7,7,5,5,7,6,5,6,6,5,5,7,5,6,5,7,5,4,4,6,5,6,6,1,4,7,5,7,6,5,4,7,6,6,6,6,7,5,6,6,6,7,7,6,7,5,5,5,7,6,7,7,6,6,5,5,6,32,0,87.5,5,1,1,40.71110534668,-73.946899414062,-1
costco,1, ,2,10,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,5,6,6,6,5,5,6,1,6,6,5,7,5,6,7,6,6,7,6,6,6,5,7,6,6,6,6,5,6,5,7,5,6,6,7,6,5,4,4,5,5,26,1,12.5,3,5,1,40.672607421875,-73.536399841309,-1
target,1, ,2,5,1,6,6,5,4,5,5,6,5,6,4,5,6,6,5,5,6,5,6,5,5,4,7,5,5,6,5,7,6,5,6,7,7,5,5,6,6,1,6,5,6,7,6,6,5,5,6,7,6,5,6,6,6,7,6,5,6,5,5,7,6,7,6,6,6,5,5,7,6,6,5,18,0,12.5,3,5,1,42.652297973633,-71.350601196289,-1
Shoprite,1, ,3,5,1,6,5,6,4,5,5,6,6,4,5,3,6,2,6,6,6,4,5,6,5,5,7,5,5,4,4,3,5,4,5,7,4,4,4,4,6,1,5,7,5,7,3,5,5,4,6,5,7,7,7,7,5,5,5,5,5,7,7,6,6,6,6,6,6,6,5,6,6,2,4,54,1,37.5,5,1,1,40.7333984375,-73.428100585938,-1
GAP,3, ,2,7,1,7,5,5,7,6,6,6,6,6,5,7,7,5,7,5,4,5,6,6,5,4,3,6,5,5,4,5,6,5,6,4,4,6,5,6,6,1,7,6,7,7,7,7,6,5,6,5,7,6,7,4,7,5,6,7,6,6,4,7,6,4,7,7,6,5,5,4,4,4,4,29,1,87.5,5,1,1,40.722793579102,-73.516998291016,-1
Costco,1, ,2,6,1,6,6,5,5,6,5,5,5,5,4,5,6,5,4,5,4,5,6,6,4,5,5,6,5,5,5,5,6,5,5,6,6,5,6,5,6,1,6,6,6,7,5,5,7,6,5,6,6,6,7,6,6,5,5,6,6,6,6,6,6,6,6,6,5,6,5,5,6,4,5,25,1,12.5,3,5,1,40.678802490234,-73.394203186035,-1
au bon pain,1, ,3,5,1,6,6,6,6,5,6,5,5,6,4,5,6,5,5,5,6,5,5,6,6,5,6,6,5,7,7,6,5,7,7,6,5,5,7,6,6,1,4,5,6,7,7,6,7,5,5,5,5,6,5,5,4,6,4,5,4,4,5,4,4,4,4,5,5,6,6,6,5,5,5,25,1,87.5,3,5,1,40.696304321289,-73.620697021484,-1
stopshop,1, ,3,5,1,5,6,5,6,7,5,7,5,7,6,6,6,6,6,7,6,6,5,6,6,5,6,6,5,7,6,6,6,5,5,6,6,6,6,7,6,1,6,5,7,7,6,6,5,6,5,6,6,5,5,6,5,6,5,6,5,6,5,6,7,6,6,7,6,7,6,6,5,7,6,26,1,12.5,5,2,1,40.722503662109,-73.556800842285,-1
Cosco,1, ,3,6,1,7,7,5,6,7,5,6,5,6,6,6,5,5,7,5,6,7,7,7,6,5,6,6,5,6,7,7,7,7,6,7,6,6,6,5,6,1,7,6,6,7,6,5,7,7,7,7,5,5,6,6,5,6,5,6,6,5,5,6,7,6,6,7,6,5,5,6,6,7,7,35,0,112.5,5,1,1,40.696304321289,-73.620697021484,-1
nordstrom,3, ,2,4,1,6,5,5,6,7,5,7,5,4,5,6,6,4,6,6,6,7,6,6,6,6,6,6,5,6,6,6,6,7,6,7,6,6,6,6,6,1,6,6,6,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,6,6,7,6,6,6,6,7,36,0,62.5,5,1,1,40.766998291016,-73.525398254395,-1
